duration,balance,age,day,pdays,y
208,1951,39,23,-1,0
117,4519,36,23,-1,0
304,1134,33,23,-1,0
82,426,31,23,-1,0
131,-495,43,23,-1,0
25,1049,34,23,-1,0
76,463,33,23,-1,0
777,3546,33,23,-1,1
178,1,53,23,-1,0
29,-239,54,23,-1,0
199,1340,31,23,-1,0
488,772,46,23,-1,0
173,-630,54,23,-1,0
157,507,37,23,-1,0
700,736,32,23,-1,0
281,395,40,23,-1,0
132,-46,60,23,-1,0
328,2599,33,23,-1,0
339,-461,35,23,-1,0
211,0,33,23,-1,0
160,3643,39,23,-1,0
138,0,58,23,-1,0
128,-141,43,23,-1,0
553,526,38,23,-1,0
247,23,49,23,-1,0
50,839,35,23,-1,0
169,-1455,53,23,-1,0
253,-306,40,23,-1,0
153,655,36,23,-1,0
373,3465,42,23,-1,0
241,876,36,23,-1,0
211,154,35,23,-1,0
316,67,33,23,-1,0
493,5205,37,23,-1,0
597,5773,44,23,-1,1
107,0,35,23,-1,0
164,1694,36,23,-1,0
1438,1074,31,23,-1,0
1015,278,40,23,-1,1
159,1102,38,23,-1,0
172,0,46,23,-1,0
331,0,29,23,-1,0
29,-346,33,23,-1,0
76,415,32,23,-1,0
937,851,48,23,-1,0
154,1247,32,23,-1,0
185,91,35,23,-1,0
569,882,32,23,-1,0
333,165,42,23,-1,0
70,1501,32,23,-1,0
95,1529,35,23,-1,0
160,293,39,23,-1,0
209,1572,30,23,-1,0
372,-679,30,23,-1,0
92,497,32,23,-1,0
277,-303,28,23,-1,0
178,9194,30,23,-1,0
95,97,44,23,-1,0
138,70,34,23,-1,0
63,1839,38,23,-1,0
67,1492,27,23,-1,0
77,357,31,23,-1,0
105,192,37,23,-1,0
292,875,45,23,-1,0
57,0,33,23,-1,0
151,-288,39,23,-1,0
331,1581,32,23,-1,0
1392,2910,31,23,-1,1
59,372,38,23,-1,0
98,9,32,23,-1,0
100,1780,32,23,-1,0
358,2665,33,23,-1,0
181,188,49,23,-1,0
188,506,32,23,-1,0
368,38,32,23,-1,0
203,-331,31,23,-1,0
146,31,39,23,-1,0
61,-21,37,23,-1,0
129,1847,33,23,-1,0
247,208,35,23,-1,0
266,5,37,23,-1,0
559,-848,31,23,-1,0
162,317,35,23,-1,0
75,5779,38,23,-1,0
204,489,31,23,-1,0
84,4,30,23,-1,0
248,631,31,23,-1,0
82,0,44,23,-1,0
259,3,51,23,-1,0
146,2197,31,23,-1,0
703,178,35,23,-1,0
100,358,34,23,-1,0
348,3144,32,23,-1,0
146,309,31,23,-1,0
34,391,34,23,-1,0
297,1903,32,23,-1,0
22,1605,50,23,-1,0
106,141,36,23,-1,0
253,-205,58,23,-1,0
465,2150,30,23,-1,0
163,111,36,23,-1,0
104,57,31,23,-1,0
213,876,37,23,-1,0
74,2,33,23,-1,0
245,-357,31,23,-1,0
252,13849,37,23,-1,0
118,0,37,23,-1,0
146,5517,40,23,-1,0
317,5505,58,23,-1,0
93,4707,46,23,-1,0
116,523,32,23,-1,0
386,-516,26,23,-1,0
283,1878,49,23,-1,0
146,253,30,23,-1,0
215,471,33,23,-1,0
90,-315,44,23,-1,0
260,240,34,23,-1,0
427,1098,31,23,-1,0
164,-211,26,23,-1,0
1222,9874,31,23,-1,0
426,1008,29,23,-1,0
456,165,36,23,-1,0
40,3622,52,23,-1,0
98,92,31,23,-1,0
27,7598,53,23,-1,0
100,0,35,23,-1,0
1034,-143,46,23,-1,0
1066,540,39,23,-1,0
159,1495,31,23,-1,0
353,0,38,23,-1,0
331,3316,53,23,-1,0
159,3,27,23,-1,0
52,387,34,26,-1,0
70,33,40,26,-1,0
159,152,37,26,-1,0
117,41,32,26,-1,0
146,1718,60,26,-1,0
49,-287,49,26,-1,0
260,2317,30,26,-1,0
60,71,41,26,-1,0
193,283,38,26,-1,0
373,-627,44,26,-1,0
336,-216,56,26,-1,0
200,-347,49,26,-1,0
79,199,50,26,-1,0
501,31,31,26,-1,0
206,0,52,26,-1,0
80,674,58,26,-1,0
299,-796,37,26,-1,0
185,470,43,26,-1,0
207,4063,47,26,-1,0
104,-372,53,26,-1,0
185,1156,32,26,-1,0
224,-886,37,26,-1,0
63,-245,42,26,-1,0
897,157,33,26,-1,0
322,510,37,26,-1,0
245,-426,40,26,-1,0
317,-436,34,26,-1,0
511,320,41,26,-1,0
155,0,59,26,-1,0
414,541,30,26,-1,1
368,1337,32,26,-1,0
258,-280,42,26,-1,0
247,247,36,26,-1,0
140,-1379,44,26,-1,0
31,383,49,26,-1,0
118,-85,56,26,-1,0
142,0,43,26,-1,0
129,683,50,26,-1,0
136,295,58,26,-1,0
82,978,43,26,-1,0
122,105,33,26,-1,0
120,503,34,26,-1,0
180,-8,36,26,-1,0
204,-396,59,26,-1,0
120,-454,46,26,-1,0
181,-380,51,26,-1,0
19,1098,35,26,-1,0
460,155,37,26,-1,0
437,-54,44,26,-1,0
76,238,48,26,-1,0
95,106,44,26,-1,0
30,0,30,26,-1,0
422,3888,35,26,-1,0
109,-138,42,26,-1,0
50,1728,46,26,-1,0
41,1651,50,26,-1,0
581,0,37,26,-1,0
131,463,56,26,-1,0
227,-361,54,26,-1,0
165,-27,33,26,-1,0
80,0,36,26,-1,0
470,0,39,26,-1,0
281,-239,35,26,-1,0
141,1182,25,26,-1,0
24,0,37,26,-1,0
788,1262,44,26,-1,1
210,435,37,26,-1,0
367,149,29,26,-1,0
266,241,32,26,-1,0
228,879,59,26,-1,0
135,-171,46,26,-1,0
85,241,34,26,-1,0
290,103,35,26,-1,0
153,1925,53,26,-1,0
76,-212,48,26,-1,0
111,-587,35,26,-1,0
168,259,39,26,-1,0
109,19,36,26,-1,0
1099,86,32,26,-1,0
219,214,30,26,-1,0
202,895,31,26,-1,0
14,145,48,26,-1,0
285,-1701,43,26,-1,0
262,193,42,26,-1,0
96,-255,37,26,-1,0
168,19343,40,26,-1,0
208,0,46,26,-1,0
483,0,43,26,-1,0
129,137,53,26,-1,0
130,-170,30,26,-1,0
754,-342,40,26,-1,0
364,-673,38,26,-1,0
258,193,40,26,-1,0
227,655,40,26,-1,0
266,25,38,26,-1,0
232,305,49,26,-1,0
172,125,36,26,-1,0
164,591,45,26,-1,0
222,537,46,26,-1,0
167,-68,42,26,-1,0
103,-197,35,26,-1,0
682,-538,34,26,-1,1
168,-213,47,26,-1,0
297,340,29,26,-1,0
62,-694,34,26,-1,0
142,160,36,26,-1,0
63,3284,57,26,-1,0
212,191,47,26,-1,0
149,1252,53,26,-1,0
161,669,40,26,-1,0
165,2064,34,26,-1,0
369,-53,33,26,-1,0
974,-754,30,26,-1,0
167,89,31,26,-1,0
74,153,54,26,-1,0
223,788,35,26,-1,0
140,947,35,26,-1,0
396,358,32,26,-1,0
61,1395,29,26,-1,0
252,-563,34,26,-1,0
379,97,39,26,-1,0
374,-651,41,26,-1,0
314,101,36,26,-1,0
341,494,29,26,-1,0
206,902,44,26,-1,0
166,527,43,26,-1,0
61,322,38,26,-1,0
142,-606,39,26,-1,0
543,747,31,26,-1,1
133,682,54,26,-1,0
52,18,32,26,-1,0
77,0,58,26,-1,0
200,405,32,26,-1,0
518,298,31,26,-1,0
296,1595,33,26,-1,0
144,1107,28,26,-1,0
473,682,31,26,-1,0
199,-287,34,26,-1,0
90,2229,31,26,-1,0
470,7544,28,26,-1,0
81,3429,37,26,-1,0
202,-204,32,26,-1,0
68,14,50,26,-1,0
745,61,45,26,-1,1
247,635,34,26,-1,0
250,0,56,26,-1,0
16,245,26,26,-1,0
149,-476,37,26,-1,0
863,-424,33,26,-1,0
140,-545,47,26,-1,0
131,9725,33,26,-1,0
265,162,27,26,-1,0
40,-175,34,26,-1,0
104,-75,44,26,-1,0
80,695,37,26,-1,0
90,18,45,26,-1,0
233,-473,55,26,-1,0
592,360,31,26,-1,0
85,-367,34,26,-1,0
273,0,58,26,-1,0
207,-72,39,26,-1,0
440,-110,31,26,-1,0
127,-396,40,26,-1,0
679,125,37,26,-1,1
204,605,36,26,-1,0
188,880,28,26,-1,0
269,-309,31,26,-1,0
152,1746,33,26,-1,0
190,95,33,26,-1,0
144,48,28,26,-1,0
151,569,48,26,-1,0
112,930,28,26,-1,0
167,320,33,26,-1,0
130,258,29,26,-1,0
228,277,40,26,-1,0
314,102,28,26,-1,0
193,93,59,26,-1,0
153,21,51,26,-1,0
136,2070,47,26,-1,0
293,96,25,26,-1,0
97,2316,45,26,-1,0
145,174,59,26,-1,0
162,-297,33,26,-1,0
127,-465,34,26,-1,0
105,0,48,26,-1,0
117,519,39,26,-1,0
596,192,47,26,-1,0
134,314,43,26,-1,0
283,-274,31,26,-1,0
161,283,29,26,-1,0
664,-1013,51,26,-1,0
188,-376,32,26,-1,0
312,207,35,26,-1,0
237,66,34,26,-1,0
130,1573,47,26,-1,0
175,5,33,26,-1,0
143,7216,34,26,-1,0
87,-330,26,26,-1,0
123,2619,32,26,-1,0
157,138,57,26,-1,0
204,-236,49,26,-1,0
150,764,30,26,-1,0
240,-45,33,26,-1,0
109,1257,34,26,-1,0
243,3311,40,26,-1,0
536,1185,29,26,-1,0
1560,0,28,26,-1,1
182,-452,31,26,-1,0
120,-446,27,26,-1,0
45,265,30,26,-1,0
70,293,27,26,-1,0
280,-305,54,26,-1,0
880,690,35,26,-1,0
147,2720,33,26,-1,0
222,-140,36,26,-1,0
404,1256,26,26,-1,0
1234,620,32,26,-1,1
306,-95,30,26,-1,0
506,1,39,26,-1,0
255,354,29,26,-1,0
252,494,32,26,-1,0
182,116,39,26,-1,0
127,476,44,26,-1,0
89,791,38,26,-1,0
140,53,51,26,-1,0
200,-1026,39,26,-1,0
642,316,37,26,-1,1
181,457,41,26,-1,0
127,-556,41,26,-1,0
171,2,29,26,-1,0
916,0,32,26,-1,0
629,484,29,26,-1,0
155,200,34,26,-1,0
290,-415,54,26,-1,0
159,899,33,26,-1,0
111,205,26,26,-1,0
729,241,52,26,-1,0
434,473,35,26,-1,0
107,529,30,26,-1,0
272,187,30,26,-1,0
574,217,59,26,-1,0
89,984,24,26,-1,0
133,27,34,26,-1,0
91,-99,52,26,-1,0
114,3,32,26,-1,0
175,189,44,26,-1,0
257,54,29,26,-1,0
208,302,48,26,-1,0
895,2287,34,26,-1,1
225,-88,37,26,-1,0
327,291,35,26,-1,0
99,77,45,26,-1,0
293,-68,31,26,-1,0
68,504,38,26,-1,0
150,-579,31,26,-1,0
504,381,26,26,-1,0
175,-498,37,26,-1,0
289,501,39,26,-1,0
16,-196,34,26,-1,0
321,5284,29,26,-1,0
239,105,53,26,-1,0
614,283,49,26,-1,0
248,-566,34,26,-1,0
93,-576,31,26,-1,0
245,0,28,26,-1,0
121,-167,33,26,-1,0
192,0,33,26,-1,0
110,-256,24,26,-1,0
160,1640,34,26,-1,0
249,1492,48,26,-1,0
270,0,42,26,-1,0
140,1928,34,26,-1,0
147,23,35,26,-1,0
16,-476,43,26,-1,0
240,437,35,26,-1,0
131,-247,59,26,-1,0
115,-921,42,26,-1,0
349,-158,35,26,-1,0
445,-800,54,26,-1,0
420,517,50,26,-1,0
144,-199,44,26,-1,0
796,175,23,26,-1,0
126,283,39,26,-1,0
152,74,56,26,-1,0
101,1693,27,26,-1,0
91,-307,31,26,-1,0
52,0,29,26,-1,0
172,607,43,26,-1,0
471,328,28,26,-1,0
724,494,46,26,-1,0
99,1746,36,26,-1,0
293,1050,28,26,-1,0
431,198,38,26,-1,1
523,-502,31,26,-1,0
147,-626,40,26,-1,0
470,104,40,26,-1,0
95,-91,32,26,-1,0
695,21111,39,26,-1,0
741,460,28,26,-1,1
151,526,41,26,-1,0
135,-69,54,26,-1,0
70,1032,31,26,-1,0
472,-140,41,26,-1,0
113,6,38,26,-1,0
372,306,30,26,-1,0
360,1024,57,26,-1,0
603,975,30,26,-1,0
76,1327,40,26,-1,0
399,626,46,26,-1,0
402,-93,43,26,-1,0
129,442,35,26,-1,0
535,1449,38,26,-1,0
181,-544,44,26,-1,0
48,-69,43,26,-1,0
912,1785,37,26,-1,0
114,-94,35,26,-1,0
218,941,33,26,-1,0
163,-204,43,26,-1,0
169,480,33,26,-1,0
1272,1145,31,26,-1,1
116,782,32,26,-1,0
100,339,28,26,-1,0
271,4587,36,26,-1,0
304,1050,33,26,-1,0
114,1147,37,26,-1,0
102,879,39,26,-1,0
112,0,45,26,-1,0
85,0,44,26,-1,0
197,974,53,26,-1,0
118,-614,47,26,-1,0
103,252,59,26,-1,0
340,953,27,26,-1,0
45,5888,45,26,-1,0
1446,129,30,26,-1,1
125,5880,40,26,-1,0
114,403,33,26,-1,0
414,1265,30,26,-1,1
346,685,26,26,-1,0
86,-901,45,26,-1,0
160,99,33,26,-1,0
157,541,28,26,-1,0
98,3057,44,26,-1,0
265,343,58,26,-1,0
34,479,46,26,-1,0
79,2697,48,26,-1,0
109,66,24,26,-1,0
454,303,35,26,-1,0
238,168,33,26,-1,0
166,-196,37,26,-1,0
816,0,33,26,-1,0
87,-213,23,26,-1,0
81,4436,33,26,-1,0
109,27,31,26,-1,0
375,1612,29,26,-1,0
51,87,43,26,-1,0
118,9894,32,26,-1,0
178,4030,37,26,-1,0
165,339,26,26,-1,0
155,-215,49,26,-1,0
304,26,39,26,-1,0
138,-220,27,26,-1,0
250,440,33,26,-1,0
103,25,46,26,-1,0
223,0,31,26,-1,0
14,-152,54,26,-1,0
748,-22,59,26,-1,1
896,685,24,26,-1,1
221,-367,33,26,-1,0
83,289,28,26,-1,0
192,1414,34,26,-1,0
543,-421,53,26,-1,0
398,607,45,26,-1,0
158,576,28,26,-1,0
59,365,49,26,-1,0
304,1209,35,26,-1,0
185,5151,32,26,-1,0
118,448,43,26,-1,0
469,0,29,26,-1,0
425,1464,54,26,-1,0
488,36,39,26,-1,0
232,4110,32,26,-1,0
764,901,26,26,-1,1
149,314,31,26,-1,0
63,306,52,26,-1,0
125,1037,32,26,-1,0
207,-571,41,26,-1,0
29,96,40,26,-1,0
162,-376,45,26,-1,0
159,445,37,26,-1,0
23,60,34,26,-1,0
174,823,31,26,-1,0
147,-551,42,26,-1,0
90,0,23,26,-1,0
409,23,37,26,-1,0
118,70,32,26,-1,0
219,474,39,26,-1,0
96,3201,31,26,-1,0
76,4,32,26,-1,0
104,0,59,26,-1,0
172,-186,31,26,-1,0
66,159,45,26,-1,0
113,452,36,26,-1,0
129,61,33,26,-1,0
405,6575,34,26,-1,0
251,2294,48,26,-1,0
128,39,55,26,-1,0
245,392,33,26,-1,0
253,-358,28,26,-1,0
188,1255,34,26,-1,0
118,-271,33,26,-1,0
140,-382,60,26,-1,0
102,2805,39,26,-1,0
435,229,35,26,-1,0
763,0,31,26,-1,0
97,2366,38,26,-1,0
329,4716,28,26,-1,0
51,1631,48,26,-1,0
85,3344,37,26,-1,0
130,-331,32,26,-1,0
282,108,30,26,-1,0
777,337,37,26,-1,0
249,553,24,26,-1,0
279,3532,30,26,-1,0
241,2065,33,26,-1,0
308,133,33,26,-1,0
118,72,34,26,-1,0
14,278,43,26,-1,0
125,2085,41,26,-1,0
193,247,34,26,-1,0
200,1,46,26,-1,0
349,6471,32,26,-1,0
336,-4,52,26,-1,0
282,77,35,26,-1,0
633,639,27,26,-1,0
102,-870,36,26,-1,0
560,-63,52,26,-1,0
114,-1379,47,27,-1,0
172,4131,34,27,-1,0
85,-281,38,27,-1,0
292,9,24,27,-1,0
269,-463,50,27,-1,0
220,3935,36,27,-1,0
73,35,37,27,-1,0
121,51,51,27,-1,0
59,0,40,27,-1,0
151,7137,39,27,-1,0
166,0,38,27,-1,0
64,109,43,27,-1,0
353,-157,50,27,-1,0
322,226,35,27,-1,0
67,6758,49,27,-1,0
163,-185,36,27,-1,0
27,48,47,27,-1,0
119,1353,54,27,-1,0
148,3,48,27,-1,0
222,429,43,27,-1,0
265,134,49,27,-1,0
214,-15,32,27,-1,0
75,208,42,27,-1,0
62,27,38,27,-1,0
112,-222,44,27,-1,0
145,91,31,27,-1,0
220,612,30,27,-1,0
204,5455,38,27,-1,0
328,1307,60,27,-1,0
160,4038,35,27,-1,0
233,2776,29,27,-1,0
129,0,43,27,-1,0
578,0,36,27,-1,0
33,1016,29,27,-1,0
183,87,53,27,-1,0
565,508,38,27,-1,0
1063,351,59,27,-1,1
125,352,28,27,-1,0
193,203,36,27,-1,0
160,189,40,27,-1,0
287,293,36,27,-1,0
277,-197,58,27,-1,0
84,489,49,27,-1,0
47,-124,43,27,-1,0
285,150,55,27,-1,0
130,-185,35,27,-1,0
146,74,50,27,-1,0
24,653,48,27,-1,0
955,737,28,27,-1,0
236,-92,34,27,-1,0
336,132,37,27,-1,0
150,-119,33,27,-1,0
180,92,58,27,-1,0
163,-215,44,27,-1,0
197,-849,49,27,-1,0
218,32,28,27,-1,0
386,214,39,27,-1,0
154,3160,26,27,-1,0
159,0,31,27,-1,0
157,-1500,32,27,-1,0
227,876,52,27,-1,0
116,-124,32,27,-1,0
1297,8,28,27,-1,0
57,3517,32,27,-1,0
205,46,28,27,-1,0
1205,-725,53,27,-1,1
133,810,33,27,-1,0
59,-50,39,27,-1,0
229,-21,37,27,-1,0
147,473,45,27,-1,0
147,-24,37,27,-1,0
78,-302,45,27,-1,0
185,557,31,27,-1,0
427,-238,32,27,-1,0
237,-106,34,27,-1,0
228,-44,39,27,-1,0
269,373,56,27,-1,0
156,535,32,27,-1,0
143,169,31,27,-1,0
162,372,43,27,-1,0
130,-1040,33,27,-1,0
674,836,23,27,-1,0
123,17,32,27,-1,0
275,-634,32,27,-1,0
232,-131,39,27,-1,0
115,326,39,27,-1,0
1051,0,30,27,-1,1
142,57,37,27,-1,0
99,-268,46,27,-1,0
340,115,29,27,-1,0
47,-26,51,27,-1,0
138,-371,46,27,-1,0
182,4388,31,27,-1,0
260,-335,40,27,-1,0
121,3154,26,27,-1,0
143,-458,32,27,-1,0
472,1475,27,27,-1,0
207,-330,36,27,-1,0
597,-417,36,27,-1,0
265,0,27,27,-1,0
274,408,56,27,-1,0
420,110,28,27,-1,0
532,-294,34,27,-1,0
128,-61,34,27,-1,0
62,23,45,27,-1,0
185,3087,40,27,-1,0
275,-187,25,27,-1,0
111,146,32,27,-1,0
740,939,28,27,-1,1
271,1217,33,27,-1,0
776,-11,32,27,-1,0
90,-69,36,27,-1,0
78,-212,38,27,-1,0
330,345,23,27,-1,0
518,356,22,27,-1,0
243,-663,56,27,-1,0
472,-482,35,27,-1,0
148,991,33,27,-1,0
514,501,30,27,-1,0
388,256,34,27,-1,0
224,-48,59,27,-1,0
118,1641,26,27,-1,0
255,818,42,27,-1,0
70,154,48,27,-1,0
296,-641,31,27,-1,0
257,219,28,27,-1,0
243,1867,36,27,-1,0
77,910,27,27,-1,0
114,34,39,27,-1,0
73,712,35,27,-1,0
290,0,28,27,-1,0
86,168,32,27,-1,0
168,1025,28,27,-1,0
188,457,34,27,-1,0
106,109,51,27,-1,0
45,-44,50,27,-1,0
25,-384,49,27,-1,0
21,3875,36,27,-1,0
224,1004,55,27,-1,0
114,-71,58,27,-1,0
82,33,41,27,-1,0
33,2904,29,27,-1,0
322,271,36,27,-1,0
446,-507,24,27,-1,0
121,1411,31,27,-1,0
99,3773,30,27,-1,0
78,1954,24,27,-1,0
70,244,36,27,-1,0
213,216,51,27,-1,0
115,-627,23,27,-1,0
305,619,26,27,-1,0
306,2564,29,27,-1,0
643,-8,41,27,-1,0
371,505,35,27,-1,0
363,-43,42,27,-1,0
179,1057,29,27,-1,0
492,-139,34,27,-1,0
222,13,34,27,-1,0
144,90,58,27,-1,0
426,203,31,27,-1,0
241,-383,32,27,-1,0
181,-676,56,27,-1,0
39,1698,34,27,-1,0
293,-269,30,27,-1,0
316,2124,31,27,-1,0
151,4793,28,27,-1,0
132,33,57,27,-1,0
129,21,35,27,-1,0
106,119,46,27,-1,0
68,0,51,27,-1,0
173,315,38,27,-1,0
161,-395,33,27,-1,0
155,223,21,27,-1,0
109,145,38,27,-1,0
36,333,49,27,-1,0
62,3170,54,27,-1,0
137,-847,42,27,-1,0
310,68,44,27,-1,0
195,-704,31,27,-1,0
139,388,52,27,-1,0
470,270,27,27,-1,0
169,-241,33,27,-1,0
223,56,40,27,-1,0
104,411,57,27,-1,0
201,-585,52,27,-1,0
596,1534,30,27,-1,0
90,-143,25,27,-1,0
157,68,36,27,-1,0
253,936,51,27,-1,0
88,13,32,27,-1,0
600,-88,44,27,-1,0
133,21,26,27,-1,0
138,-288,54,27,-1,0
43,87,27,27,-1,0
731,274,37,27,-1,1
659,357,30,27,-1,0
112,-337,46,27,-1,0
124,-455,36,27,-1,0
217,258,46,27,-1,0
59,474,36,27,-1,0
121,66,31,27,-1,0
112,74,35,27,-1,0
98,2354,25,27,-1,0
125,-28,21,27,-1,0
175,0,30,27,-1,0
202,1196,44,27,-1,0
185,486,34,27,-1,0
170,-76,34,27,-1,0
98,-370,32,27,-1,0
184,290,40,27,-1,0
261,116,31,27,-1,0
103,915,29,27,-1,0
190,0,33,27,-1,0
46,-407,47,27,-1,0
198,-214,31,27,-1,0
170,715,29,27,-1,0
235,-302,31,27,-1,0
169,88,34,27,-1,0
125,737,28,27,-1,0
272,1547,42,27,-1,0
265,975,29,27,-1,0
233,6,53,27,-1,0
307,459,39,27,-1,0
246,723,33,27,-1,0
290,1230,31,27,-1,0
56,0,34,27,-1,0
259,700,43,27,-1,0
375,22,33,27,-1,0
74,479,33,27,-1,0
290,776,25,27,-1,0
148,1575,34,27,-1,0
174,592,26,27,-1,0
32,3052,42,27,-1,0
316,-56,40,27,-1,0
332,-159,33,27,-1,0
35,1135,39,27,-1,0
935,2984,24,27,-1,1
173,-98,30,27,-1,0
144,1304,49,27,-1,0
474,684,33,27,-1,0
313,-999,39,27,-1,0
147,1196,30,27,-1,0
123,-353,49,27,-1,0
395,1626,60,27,-1,0
93,33,43,27,-1,0
421,-118,33,27,-1,0
166,1539,30,27,-1,0
410,-438,24,27,-1,0
89,108,48,27,-1,0
755,0,26,27,-1,0
139,3052,31,27,-1,0
145,0,36,27,-1,0
95,-825,36,27,-1,0
191,1000,31,27,-1,0
211,-120,53,27,-1,0
193,124,32,27,-1,0
220,-512,47,27,-1,0
88,212,34,27,-1,0
120,3257,43,27,-1,0
318,-437,42,27,-1,0
405,-549,34,27,-1,0
751,-213,30,27,-1,1
207,-429,31,27,-1,0
95,2001,52,27,-1,0
319,1391,27,27,-1,0
272,-1042,51,27,-1,0
142,16957,38,27,-1,0
233,348,41,27,-1,0
498,-317,60,27,-1,0
27,1715,53,27,-1,0
127,-154,56,27,-1,0
237,-274,37,27,-1,0
193,-267,35,27,-1,0
129,836,37,27,-1,0
116,1160,35,27,-1,0
99,-230,44,27,-1,0
345,220,33,27,-1,0
151,-37,36,27,-1,0
376,1043,27,27,-1,0
99,763,34,27,-1,0
210,49,30,27,-1,0
277,0,33,27,-1,0
326,633,26,27,-1,0
305,-76,29,27,-1,0
320,-616,33,27,-1,0
298,1359,30,27,-1,0
219,234,36,27,-1,0
222,-611,36,27,-1,0
513,-363,47,27,-1,0
345,-333,37,27,-1,0
321,-275,32,27,-1,0
355,863,28,27,-1,0
240,839,28,27,-1,0
383,1555,53,27,-1,0
301,284,26,27,-1,0
179,-165,42,27,-1,0
160,941,29,27,-1,0
236,223,32,27,-1,0
89,1285,46,27,-1,0
181,246,52,27,-1,0
377,891,28,27,-1,0
240,-100,45,27,-1,0
174,6,25,27,-1,0
125,93,60,27,-1,0
446,-683,26,27,-1,0
518,-220,38,27,-1,0
280,13,23,27,-1,0
269,1383,35,27,-1,0
394,0,22,27,-1,0
280,-329,34,27,-1,0
228,1141,41,27,-1,0
247,204,28,27,-1,0
66,38,32,27,-1,0
88,22,27,27,-1,0
312,154,25,27,-1,0
709,97,25,27,-1,1
33,0,37,27,-1,0
212,1222,37,27,-1,0
107,-666,40,27,-1,0
140,-37,58,27,-1,0
299,0,24,27,-1,0
62,0,52,27,-1,0
548,0,28,27,-1,0
574,156,29,27,-1,0
182,445,30,27,-1,0
318,-718,35,27,-1,0
68,3635,34,27,-1,0
217,1944,51,27,-1,0
211,316,29,27,-1,0
245,949,35,27,-1,0
363,259,32,27,-1,0
347,452,29,27,-1,0
137,-199,35,27,-1,0
749,781,28,27,-1,0
498,279,34,27,-1,0
142,-479,32,27,-1,0
570,84,24,27,-1,0
172,1126,45,27,-1,0
64,4063,25,27,-1,0
492,1553,33,27,-1,0
198,68,42,27,-1,0
389,153,41,27,-1,0
120,843,35,27,-1,0
389,-325,31,27,-1,0
92,0,29,27,-1,0
436,218,26,27,-1,0
59,-326,46,27,-1,0
100,-229,35,27,-1,0
0,351,53,27,-1,0
93,-360,31,27,-1,0
364,-203,49,27,-1,0
111,-239,44,27,-1,0
171,768,39,27,-1,0
466,13186,28,27,-1,0
345,6429,28,27,-1,0
241,22867,31,27,-1,0
233,0,38,27,-1,0
149,-93,30,27,-1,0
304,7832,29,27,-1,0
134,-735,38,27,-1,0
355,-133,31,27,-1,0
953,818,24,27,-1,0
100,844,59,27,-1,0
121,28,22,27,-1,0
22,79,29,27,-1,0
30,369,31,27,-1,0
160,5891,38,27,-1,0
723,78,51,27,-1,0
136,186,27,27,-1,0
305,-311,34,27,-1,0
103,10436,29,27,-1,0
123,411,27,27,-1,0
8,68,28,27,-1,0
267,133,38,27,-1,0
315,-173,45,27,-1,0
3094,51,44,27,-1,1
21,132,27,27,-1,0
269,-804,41,27,-1,0
159,-562,44,27,-1,0
182,-274,41,27,-1,0
185,0,27,27,-1,0
359,254,38,27,-1,0
220,-477,30,27,-1,0
179,175,31,27,-1,0
66,26,25,27,-1,0
135,49,32,27,-1,0
166,-202,30,27,-1,0
152,6164,30,27,-1,0
256,-330,36,27,-1,0
141,-397,30,27,-1,0
265,750,38,27,-1,0
87,725,41,27,-1,0
452,-1725,34,27,-1,0
62,180,45,27,-1,0
348,-190,36,27,-1,0
153,-96,34,27,-1,0
89,554,30,27,-1,0
132,-295,36,27,-1,0
580,913,28,27,-1,0
34,3037,29,27,-1,0
72,9713,36,27,-1,0
175,1410,32,27,-1,0
99,428,28,27,-1,0
591,542,35,27,-1,0
290,-254,24,27,-1,0
336,1653,36,27,-1,0
29,-27,30,27,-1,0
266,712,35,27,-1,0
47,3723,34,27,-1,0
298,-684,32,27,-1,0
282,557,26,27,-1,0
209,795,24,27,-1,0
67,-78,40,27,-1,0
106,902,32,27,-1,0
111,2344,43,27,-1,0
157,844,29,27,-1,0
197,0,34,27,-1,0
257,544,34,27,-1,0
42,111,24,27,-1,0
492,-1547,49,27,-1,0
319,-349,37,27,-1,0
371,261,26,27,-1,0
383,1379,43,27,-1,0
110,-342,39,27,-1,0
88,0,36,27,-1,0
3,6,25,27,-1,0
97,362,47,27,-1,0
335,427,37,27,-1,0
15,556,20,27,-1,0
4,318,28,27,-1,0
5,-105,29,27,-1,0
284,-538,31,27,-1,0
264,2784,26,27,-1,0
239,920,41,27,-1,0
21,627,48,27,-1,0
15,244,34,27,-1,0
350,0,30,27,-1,0
201,-34,34,27,-1,0
112,6,43,27,-1,0
350,174,25,27,-1,0
240,36,40,27,-1,0
127,-208,35,27,-1,0
157,1412,34,27,-1,0
337,75,26,27,-1,0
662,2593,30,27,-1,0
124,-259,34,27,-1,0
165,0,45,27,-1,0
63,1432,44,27,-1,0
101,906,34,27,-1,0
133,169,39,27,-1,0
145,-245,47,27,-1,0
374,914,35,27,-1,0
550,15,49,27,-1,0
350,10865,28,27,-1,0
349,-932,30,27,-1,0
371,77,31,27,-1,0
676,1183,31,27,-1,0
205,0,39,27,-1,0
132,100,28,27,-1,0
165,349,27,27,-1,0
177,424,35,27,-1,0
62,-1148,47,27,-1,0
398,-297,33,27,-1,0
92,-476,34,27,-1,0
342,1657,33,27,-1,0
198,231,33,27,-1,0
77,2278,24,27,-1,0
